timestamp,src_ip,query,record_type,response,dns_server,category
2024-03-22 08:44:34,10.10.6.102,www.google.com,A,93.184.116.196,10.10.50.1,Normal
2024-03-02 13:49:32,10.10.5.105,outlook.office365.com,A,93.184.80.120,10.10.50.1,Normal
2024-03-24 10:47:11,10.10.5.102,zoom.us,A,93.184.47.36,10.10.50.1,Normal
2024-03-25 09:31:00,10.10.6.103,www.linkedin.com,A,93.184.141.86,10.10.50.1,Normal
2024-03-24 14:09:09,10.10.1.101,www.office.com,A,93.184.104.163,10.10.50.1,Normal
2024-03-11 14:26:53,10.10.9.102,outlook.office365.com,A,93.184.81.68,10.10.50.1,Normal
2024-03-17 15:30:52,10.10.5.107,teams.microsoft.com,A,93.184.3.25,10.10.50.1,Normal
2024-03-11 13:24:22,10.10.2.104,portal.azure.com,A,93.184.69.37,10.10.50.1,Normal
2024-03-24 14:19:19,10.10.7.102,www.microsoft.com,A,93.184.123.138,10.10.50.1,Normal
2024-03-14 17:51:58,10.10.7.103,www.google.com,A,93.184.179.74,10.10.50.1,Normal
2024-03-27 11:33:46,10.10.5.109,www.linkedin.com,A,93.184.63.9,10.10.50.1,Normal
2024-03-17 10:29:09,10.10.2.107,outlook.office365.com,A,93.184.147.49,10.10.50.1,Normal
2024-03-15 14:39:45,10.10.4.101,trello.com,A,93.184.3.149,10.10.50.1,Normal
2024-03-29 17:27:20,10.10.6.103,www.google.com,A,93.184.9.116,10.10.50.1,Normal
2024-03-14 14:41:24,10.10.1.105,zoom.us,A,93.184.139.144,10.10.50.1,Normal
2024-03-06 09:15:51,10.10.6.103,docs.microsoft.com,A,93.184.141.126,10.10.50.1,Normal
2024-03-01 13:00:21,10.10.5.107,teams.microsoft.com,A,93.184.80.102,10.10.50.1,Normal
2024-03-24 10:42:10,10.10.7.102,www.microsoft.com,A,93.184.42.51,10.10.50.1,Normal
2024-03-12 13:46:38,10.10.6.101,www.microsoft.com,A,93.184.162.144,10.10.50.1,Normal
2024-03-02 16:07:21,10.10.4.101,www.google.com,A,93.184.34.68,10.10.50.1,Normal
2024-03-11 11:31:42,10.10.8.102,stackoverflow.com,A,93.184.178.95,10.10.50.1,Normal
2024-03-11 16:28:40,10.10.1.101,www.office.com,A,93.184.124.92,10.10.50.1,Normal
2024-03-14 09:15:24,10.10.5.110,stackoverflow.com,A,93.184.20.46,10.10.50.1,Normal
2024-03-19 13:10:47,10.10.1.101,www.linkedin.com,A,93.184.14.176,10.10.50.1,Normal
2024-03-03 17:35:51,10.10.8.105,outlook.office365.com,A,93.184.46.8,10.10.50.1,Normal
2024-03-23 14:48:10,10.10.2.101,slack.com,A,93.184.148.84,10.10.50.1,Normal
2024-03-18 10:45:08,10.10.3.103,zoom.us,A,93.184.22.135,10.10.50.1,Normal
2024-03-08 10:00:17,10.10.8.102,trello.com,A,93.184.160.156,10.10.50.1,Normal
2024-03-05 12:33:53,10.10.1.104,docs.microsoft.com,A,93.184.78.114,10.10.50.1,Normal
2024-03-18 12:04:16,10.10.4.104,trello.com,A,93.184.30.192,10.10.50.1,Normal
2024-03-11 17:10:23,10.10.3.102,www.salesforce.com,A,93.184.5.64,10.10.50.1,Normal
2024-03-05 09:05:07,10.10.3.104,portal.azure.com,A,93.184.123.145,10.10.50.1,Normal
2024-03-02 09:48:12,10.10.8.102,portal.azure.com,A,93.184.10.89,10.10.50.1,Normal
2024-03-20 08:15:29,10.10.1.102,trello.com,A,93.184.200.108,10.10.50.1,Normal
2024-03-28 08:59:08,10.10.8.102,teams.microsoft.com,A,93.184.171.9,10.10.50.1,Normal
2024-03-18 12:43:21,10.10.5.110,stackoverflow.com,A,93.184.146.31,10.10.50.1,Normal
2024-03-10 11:49:43,10.10.9.101,trello.com,A,93.184.150.182,10.10.50.1,Normal
2024-03-17 14:59:51,10.10.4.102,www.office.com,A,93.184.21.84,10.10.50.1,Normal
2024-03-07 10:01:53,10.10.5.107,trello.com,A,93.184.3.78,10.10.50.1,Normal
2024-03-08 08:09:38,10.10.6.106,stackoverflow.com,A,93.184.159.200,10.10.50.1,Normal
2024-03-06 12:04:53,10.10.6.102,zoom.us,A,93.184.142.163,10.10.50.1,Normal
2024-03-10 08:59:03,10.10.3.101,portal.azure.com,A,93.184.185.93,10.10.50.1,Normal
2024-03-08 11:36:54,10.10.5.103,teams.microsoft.com,A,93.184.184.93,10.10.50.1,Normal
2024-03-23 12:41:07,10.10.2.105,slack.com,A,93.184.155.195,10.10.50.1,Normal
2024-03-22 14:21:07,10.10.1.104,docs.microsoft.com,A,93.184.97.190,10.10.50.1,Normal
2024-03-08 13:40:35,10.10.2.104,www.linkedin.com,A,93.184.18.178,10.10.50.1,Normal
2024-03-14 12:13:30,10.10.4.103,docs.microsoft.com,A,93.184.18.93,10.10.50.1,Normal
2024-03-01 16:14:27,10.10.5.106,zoom.us,A,93.184.184.185,10.10.50.1,Normal
2024-03-14 11:28:37,10.10.4.101,zoom.us,A,93.184.74.23,10.10.50.1,Normal
2024-03-15 14:26:29,10.10.8.104,zoom.us,A,93.184.65.135,10.10.50.1,Normal
2024-03-20 15:43:23,10.10.7.101,trello.com,A,93.184.49.168,10.10.50.1,Normal
2024-03-21 14:49:14,10.10.4.103,teams.microsoft.com,A,93.184.145.53,10.10.50.1,Normal
2024-03-27 11:25:38,10.10.2.101,www.dropbox.com,A,93.184.169.42,10.10.50.1,Normal
2024-03-09 13:47:06,10.10.9.104,www.linkedin.com,A,93.184.28.171,10.10.50.1,Normal
2024-03-21 14:07:53,10.10.6.106,www.dropbox.com,A,93.184.120.50,10.10.50.1,Normal
2024-03-29 13:05:07,10.10.6.101,docs.microsoft.com,A,93.184.91.25,10.10.50.1,Normal
2024-03-11 15:56:30,10.10.8.103,trello.com,A,93.184.33.133,10.10.50.1,Normal
2024-03-12 10:06:17,10.10.8.102,www.dropbox.com,A,93.184.160.194,10.10.50.1,Normal
2024-03-06 16:05:59,10.10.1.104,github.com,A,93.184.182.54,10.10.50.1,Normal
2024-03-18 17:37:19,10.10.5.103,docs.microsoft.com,A,93.184.118.116,10.10.50.1,Normal
2024-03-17 13:30:51,10.10.8.101,stackoverflow.com,A,93.184.84.16,10.10.50.1,Normal
2024-03-11 11:22:29,10.10.6.101,www.dropbox.com,A,93.184.140.9,10.10.50.1,Normal
2024-03-06 12:53:00,10.10.5.105,slack.com,A,93.184.7.110,10.10.50.1,Normal
2024-03-03 11:04:49,10.10.9.103,portal.azure.com,A,93.184.12.44,10.10.50.1,Normal
2024-03-11 12:01:41,10.10.9.101,slack.com,A,93.184.95.125,10.10.50.1,Normal
2024-03-18 17:49:34,10.10.5.110,www.microsoft.com,A,93.184.115.166,10.10.50.1,Normal
2024-03-22 08:29:06,10.10.8.102,portal.azure.com,A,93.184.88.10,10.10.50.1,Normal
2024-03-23 14:20:35,10.10.4.101,www.microsoft.com,A,93.184.99.111,10.10.50.1,Normal
2024-03-28 11:19:32,10.10.5.102,github.com,A,93.184.195.14,10.10.50.1,Normal
2024-03-01 12:17:48,10.10.5.109,www.salesforce.com,A,93.184.60.106,10.10.50.1,Normal
2024-03-02 16:46:10,10.10.8.104,www.office.com,A,93.184.141.14,10.10.50.1,Normal
2024-03-06 12:55:08,10.10.6.102,github.com,A,93.184.32.53,10.10.50.1,Normal
2024-03-01 17:18:53,10.10.5.104,stackoverflow.com,A,93.184.119.128,10.10.50.1,Normal
2024-03-05 09:48:05,10.10.3.105,outlook.office365.com,A,93.184.72.122,10.10.50.1,Normal
2024-03-20 16:34:07,10.10.2.106,www.microsoft.com,A,93.184.142.159,10.10.50.1,Normal
2024-03-03 13:56:39,10.10.5.106,www.dropbox.com,A,93.184.131.122,10.10.50.1,Normal
2024-03-18 08:01:54,10.10.9.104,slack.com,A,93.184.146.112,10.10.50.1,Normal
2024-03-09 10:27:35,10.10.7.103,www.google.com,A,93.184.135.193,10.10.50.1,Normal
2024-03-17 13:31:42,10.10.3.102,zoom.us,A,93.184.182.4,10.10.50.1,Normal
2024-03-14 12:51:20,10.10.4.104,trello.com,A,93.184.32.102,10.10.50.1,Normal
2024-03-26 14:54:23,10.10.1.102,teams.microsoft.com,A,93.184.112.15,10.10.50.1,Normal
2024-03-06 14:28:27,10.10.6.105,teams.microsoft.com,A,93.184.183.130,10.10.50.1,Normal
2024-03-06 10:04:01,10.10.9.101,outlook.office365.com,A,93.184.182.24,10.10.50.1,Normal
2024-03-13 12:01:23,10.10.8.105,stackoverflow.com,A,93.184.140.194,10.10.50.1,Normal
2024-03-28 16:20:04,10.10.7.103,www.office.com,A,93.184.75.107,10.10.50.1,Normal
2024-03-06 10:18:13,10.10.1.104,trello.com,A,93.184.180.48,10.10.50.1,Normal
2024-03-03 14:29:08,10.10.9.104,outlook.office365.com,A,93.184.79.86,10.10.50.1,Normal
2024-03-19 15:02:24,10.10.3.101,teams.microsoft.com,A,93.184.26.19,10.10.50.1,Normal
2024-03-14 13:45:12,10.10.8.105,www.salesforce.com,A,93.184.33.6,10.10.50.1,Normal
2024-03-04 15:18:12,10.10.2.103,www.microsoft.com,A,93.184.10.186,10.10.50.1,Normal
2024-03-27 14:23:33,10.10.7.101,www.microsoft.com,A,93.184.164.127,10.10.50.1,Normal
2024-03-21 15:31:10,10.10.5.108,www.google.com,A,93.184.62.166,10.10.50.1,Normal
2024-03-15 17:27:09,10.10.4.102,github.com,A,93.184.109.97,10.10.50.1,Normal
2024-03-12 10:07:41,10.10.6.106,www.dropbox.com,A,93.184.79.138,10.10.50.1,Normal
2024-03-07 08:11:39,10.10.6.105,www.microsoft.com,A,93.184.143.34,10.10.50.1,Normal
2024-03-18 17:55:16,10.10.6.103,outlook.office365.com,A,93.184.48.147,10.10.50.1,Normal
2024-03-01 09:19:16,10.10.5.109,outlook.office365.com,A,93.184.58.88,10.10.50.1,Normal
2024-03-05 14:32:03,10.10.1.104,www.microsoft.com,A,93.184.134.138,10.10.50.1,Normal
2024-03-03 16:25:12,10.10.2.101,www.linkedin.com,A,93.184.170.24,10.10.50.1,Normal
2024-03-26 12:29:54,10.10.2.102,www.linkedin.com,A,93.184.144.142,10.10.50.1,Normal
2024-03-22 09:46:08,10.10.6.103,outlook.office365.com,A,93.184.124.64,10.10.50.1,Normal
2024-03-17 12:53:27,10.10.8.102,www.microsoft.com,A,93.184.59.60,10.10.50.1,Normal
2024-03-04 09:40:11,10.10.6.106,trello.com,A,93.184.4.79,10.10.50.1,Normal
2024-03-10 15:00:44,10.10.6.104,www.microsoft.com,A,93.184.52.115,10.10.50.1,Normal
2024-03-20 10:47:19,10.10.2.107,stackoverflow.com,A,93.184.166.200,10.10.50.1,Normal
2024-03-11 14:27:19,10.10.7.103,teams.microsoft.com,A,93.184.8.185,10.10.50.1,Normal
2024-03-12 16:50:57,10.10.5.101,portal.azure.com,A,93.184.70.80,10.10.50.1,Normal
2024-03-14 09:43:42,10.10.1.103,slack.com,A,93.184.130.30,10.10.50.1,Normal
2024-03-27 12:19:24,10.10.6.106,trello.com,A,93.184.53.42,10.10.50.1,Normal
2024-03-03 10:13:39,10.10.6.103,github.com,A,93.184.160.175,10.10.50.1,Normal
2024-03-20 11:46:39,10.10.1.103,portal.azure.com,A,93.184.128.184,10.10.50.1,Normal
2024-03-21 11:39:06,10.10.8.105,zoom.us,A,93.184.152.98,10.10.50.1,Normal
2024-03-30 16:02:08,10.10.8.101,www.dropbox.com,A,93.184.80.158,10.10.50.1,Normal
2024-03-07 10:31:41,10.10.2.101,zoom.us,A,93.184.188.71,10.10.50.1,Normal
2024-03-20 10:59:42,10.10.1.105,www.salesforce.com,A,93.184.117.19,10.10.50.1,Normal
2024-03-17 09:49:24,10.10.7.103,github.com,A,93.184.57.114,10.10.50.1,Normal
2024-03-20 17:40:27,10.10.6.105,www.google.com,A,93.184.157.167,10.10.50.1,Normal
2024-03-22 09:22:56,10.10.7.102,portal.azure.com,A,93.184.125.132,10.10.50.1,Normal
2024-03-16 16:17:30,10.10.1.103,portal.azure.com,A,93.184.11.164,10.10.50.1,Normal
2024-03-11 08:42:32,10.10.7.102,trello.com,A,93.184.80.184,10.10.50.1,Normal
2024-03-11 12:17:12,10.10.6.106,github.com,A,93.184.41.182,10.10.50.1,Normal
2024-03-15 10:17:41,10.10.2.103,portal.azure.com,A,93.184.141.138,10.10.50.1,Normal
2024-03-27 09:18:48,10.10.6.101,trello.com,A,93.184.172.10,10.10.50.1,Normal
2024-03-09 12:37:55,10.10.7.102,zoom.us,A,93.184.175.7,10.10.50.1,Normal
2024-03-27 16:26:34,10.10.5.101,trello.com,A,93.184.40.70,10.10.50.1,Normal
2024-03-19 14:11:03,10.10.4.102,portal.azure.com,A,93.184.48.128,10.10.50.1,Normal
2024-03-18 16:09:03,10.10.8.103,slack.com,A,93.184.194.37,10.10.50.1,Normal
2024-03-18 11:20:42,10.10.8.104,portal.azure.com,A,93.184.104.26,10.10.50.1,Normal
2024-03-28 10:00:36,10.10.8.104,docs.microsoft.com,A,93.184.125.23,10.10.50.1,Normal
2024-03-28 10:32:13,10.10.4.101,portal.azure.com,A,93.184.134.109,10.10.50.1,Normal
2024-03-15 09:44:34,10.10.6.101,www.salesforce.com,A,93.184.21.190,10.10.50.1,Normal
2024-03-06 12:13:41,10.10.2.101,www.dropbox.com,A,93.184.38.146,10.10.50.1,Normal
2024-03-20 11:40:38,10.10.2.103,slack.com,A,93.184.156.4,10.10.50.1,Normal
2024-03-05 08:58:20,10.10.5.106,github.com,A,93.184.44.128,10.10.50.1,Normal
2024-03-16 12:11:16,10.10.8.102,portal.azure.com,A,93.184.40.162,10.10.50.1,Normal
2024-03-06 11:21:42,10.10.5.108,zoom.us,A,93.184.110.114,10.10.50.1,Normal
2024-03-07 09:48:12,10.10.6.103,zoom.us,A,93.184.113.185,10.10.50.1,Normal
2024-03-26 10:27:51,10.10.5.108,www.google.com,A,93.184.48.100,10.10.50.1,Normal
2024-03-12 10:11:43,10.10.1.102,slack.com,A,93.184.78.51,10.10.50.1,Normal
2024-03-10 09:52:10,10.10.2.101,www.microsoft.com,A,93.184.58.57,10.10.50.1,Normal
2024-03-11 09:34:28,10.10.8.104,github.com,A,93.184.11.4,10.10.50.1,Normal
2024-03-05 14:02:23,10.10.3.105,outlook.office365.com,A,93.184.23.3,10.10.50.1,Normal
2024-03-11 16:27:56,10.10.8.101,www.office.com,A,93.184.187.64,10.10.50.1,Normal
2024-03-05 14:58:01,10.10.3.104,www.google.com,A,93.184.185.62,10.10.50.1,Normal
2024-03-30 13:50:31,10.10.8.102,www.google.com,A,93.184.75.115,10.10.50.1,Normal
2024-03-04 10:53:58,10.10.3.101,www.google.com,A,93.184.87.126,10.10.50.1,Normal
2024-03-04 08:37:50,10.10.4.101,www.google.com,A,93.184.98.21,10.10.50.1,Normal
2024-03-23 16:07:32,10.10.1.102,stackoverflow.com,A,93.184.75.93,10.10.50.1,Normal
2024-03-18 14:31:38,10.10.6.105,www.google.com,A,93.184.39.148,10.10.50.1,Normal
2024-03-16 08:04:48,10.10.5.110,portal.azure.com,A,93.184.140.196,10.10.50.1,Normal
2024-03-17 14:51:04,10.10.4.103,trello.com,A,93.184.191.163,10.10.50.1,Normal
2024-03-05 15:59:41,10.10.5.110,www.google.com,A,93.184.140.123,10.10.50.1,Normal
2024-03-13 11:39:39,10.10.8.105,stackoverflow.com,A,93.184.77.68,10.10.50.1,Normal
2024-03-30 15:51:27,10.10.4.101,www.microsoft.com,A,93.184.62.42,10.10.50.1,Normal
2024-03-20 08:00:30,10.10.4.103,slack.com,A,93.184.42.137,10.10.50.1,Normal
2024-03-09 09:22:48,10.10.8.103,www.google.com,A,93.184.198.194,10.10.50.1,Normal
2024-03-20 13:00:49,10.10.5.106,stackoverflow.com,A,93.184.165.116,10.10.50.1,Normal
2024-03-20 10:15:17,10.10.8.102,www.salesforce.com,A,93.184.150.180,10.10.50.1,Normal
2024-03-18 12:56:25,10.10.9.104,www.google.com,A,93.184.122.153,10.10.50.1,Normal
2024-03-19 10:35:38,10.10.3.101,www.microsoft.com,A,93.184.108.198,10.10.50.1,Normal
2024-03-21 13:23:08,10.10.5.106,github.com,A,93.184.107.27,10.10.50.1,Normal
2024-03-26 08:04:10,10.10.3.103,zoom.us,A,93.184.44.41,10.10.50.1,Normal
2024-03-03 10:21:51,10.10.5.104,docs.microsoft.com,A,93.184.168.95,10.10.50.1,Normal
2024-03-24 08:57:20,10.10.5.102,zoom.us,A,93.184.189.135,10.10.50.1,Normal
2024-03-24 13:39:01,10.10.4.104,slack.com,A,93.184.26.76,10.10.50.1,Normal
2024-03-20 08:00:33,10.10.5.103,www.microsoft.com,A,93.184.114.89,10.10.50.1,Normal
2024-03-03 09:43:06,10.10.5.110,github.com,A,93.184.34.5,10.10.50.1,Normal
2024-03-03 17:08:17,10.10.9.101,outlook.office365.com,A,93.184.101.123,10.10.50.1,Normal
2024-03-18 09:13:35,10.10.5.102,teams.microsoft.com,A,93.184.60.130,10.10.50.1,Normal
2024-03-26 14:57:02,10.10.1.105,stackoverflow.com,A,93.184.82.83,10.10.50.1,Normal
2024-03-11 10:46:46,10.10.9.102,zoom.us,A,93.184.32.45,10.10.50.1,Normal
2024-03-29 08:23:25,10.10.6.105,www.salesforce.com,A,93.184.28.163,10.10.50.1,Normal
2024-03-22 13:53:18,10.10.5.101,www.salesforce.com,A,93.184.33.151,10.10.50.1,Normal
2024-03-12 14:36:46,10.10.4.101,www.dropbox.com,A,93.184.46.79,10.10.50.1,Normal
2024-03-29 12:42:07,10.10.3.105,www.google.com,A,93.184.22.26,10.10.50.1,Normal
2024-03-18 17:50:36,10.10.7.102,portal.azure.com,A,93.184.99.189,10.10.50.1,Normal
2024-03-09 09:25:29,10.10.7.102,teams.microsoft.com,A,93.184.183.147,10.10.50.1,Normal
2024-03-20 15:50:47,10.10.5.102,www.linkedin.com,A,93.184.7.142,10.10.50.1,Normal
2024-03-18 14:37:15,10.10.4.102,www.linkedin.com,A,93.184.136.190,10.10.50.1,Normal
2024-03-28 10:15:50,10.10.6.101,www.linkedin.com,A,93.184.185.34,10.10.50.1,Normal
2024-03-12 12:39:23,10.10.2.107,www.linkedin.com,A,93.184.144.184,10.10.50.1,Normal
2024-03-14 15:17:54,10.10.4.105,slack.com,A,93.184.83.84,10.10.50.1,Normal
2024-03-22 13:44:57,10.10.4.105,slack.com,A,93.184.50.111,10.10.50.1,Normal
2024-03-30 11:38:02,10.10.6.104,stackoverflow.com,A,93.184.109.171,10.10.50.1,Normal
2024-03-30 09:42:56,10.10.5.102,www.dropbox.com,A,93.184.103.136,10.10.50.1,Normal
2024-03-08 15:11:33,10.10.5.107,slack.com,A,93.184.74.168,10.10.50.1,Normal
2024-03-01 09:15:29,10.10.7.102,www.google.com,A,93.184.128.106,10.10.50.1,Normal
2024-03-04 09:08:36,10.10.2.102,teams.microsoft.com,A,93.184.148.71,10.10.50.1,Normal
2024-03-02 11:19:13,10.10.7.103,www.office.com,A,93.184.191.77,10.10.50.1,Normal
2024-03-14 10:19:21,10.10.6.104,www.dropbox.com,A,93.184.63.124,10.10.50.1,Normal
2024-03-09 16:10:15,10.10.5.101,stackoverflow.com,A,93.184.111.107,10.10.50.1,Normal
2024-03-05 10:29:00,10.10.4.101,zoom.us,A,93.184.135.75,10.10.50.1,Normal
2024-03-21 08:44:18,10.10.1.104,trello.com,A,93.184.170.165,10.10.50.1,Normal
2024-03-14 11:50:53,10.10.3.105,stackoverflow.com,A,93.184.73.82,10.10.50.1,Normal
2024-03-04 15:27:44,10.10.3.102,www.salesforce.com,A,93.184.184.25,10.10.50.1,Normal
2024-03-10 10:21:09,10.10.6.105,www.google.com,A,93.184.118.144,10.10.50.1,Normal
2024-03-21 17:39:59,10.10.5.108,github.com,A,93.184.113.71,10.10.50.1,Normal
2024-03-28 12:26:24,10.10.1.101,stackoverflow.com,A,93.184.198.154,10.10.50.1,Normal
2024-03-24 11:13:17,10.10.6.101,github.com,A,93.184.109.104,10.10.50.1,Normal
2024-03-19 14:05:22,10.10.5.110,stackoverflow.com,A,93.184.78.119,10.10.50.1,Normal
2024-03-26 16:33:38,10.10.8.105,slack.com,A,93.184.3.185,10.10.50.1,Normal
2024-03-11 16:35:52,10.10.4.105,portal.azure.com,A,93.184.196.32,10.10.50.1,Normal
2024-03-05 12:01:47,10.10.6.104,docs.microsoft.com,A,93.184.163.161,10.10.50.1,Normal
2024-03-01 17:12:09,10.10.8.105,slack.com,A,93.184.199.119,10.10.50.1,Normal
2024-03-25 14:42:24,10.10.4.102,www.linkedin.com,A,93.184.180.174,10.10.50.1,Normal
2024-03-14 13:07:31,10.10.8.103,teams.microsoft.com,A,93.184.95.154,10.10.50.1,Normal
2024-03-16 10:45:37,10.10.5.102,www.linkedin.com,A,93.184.99.82,10.10.50.1,Normal
2024-03-06 08:43:50,10.10.8.101,docs.microsoft.com,A,93.184.129.56,10.10.50.1,Normal
2024-03-01 11:14:56,10.10.9.103,www.office.com,A,93.184.54.17,10.10.50.1,Normal
2024-03-30 17:52:35,10.10.5.105,portal.azure.com,A,93.184.56.194,10.10.50.1,Normal
2024-03-23 12:30:22,10.10.5.106,stackoverflow.com,A,93.184.98.67,10.10.50.1,Normal
2024-03-16 10:47:55,10.10.4.104,github.com,A,93.184.143.96,10.10.50.1,Normal
2024-03-28 13:04:18,10.10.1.103,www.microsoft.com,A,93.184.162.100,10.10.50.1,Normal
2024-03-24 15:54:10,10.10.4.101,outlook.office365.com,A,93.184.195.153,10.10.50.1,Normal
2024-03-25 16:09:00,10.10.5.110,www.office.com,A,93.184.24.53,10.10.50.1,Normal
2024-03-04 08:55:43,10.10.1.104,stackoverflow.com,A,93.184.46.81,10.10.50.1,Normal
2024-03-13 15:18:55,10.10.6.104,docs.microsoft.com,A,93.184.119.115,10.10.50.1,Normal
2024-03-05 13:47:09,10.10.5.109,portal.azure.com,A,93.184.164.134,10.10.50.1,Normal
2024-03-09 10:52:31,10.10.2.107,www.dropbox.com,A,93.184.127.38,10.10.50.1,Normal
2024-03-21 09:59:23,10.10.4.104,www.microsoft.com,A,93.184.24.99,10.10.50.1,Normal
2024-03-27 17:25:14,10.10.4.103,www.dropbox.com,A,93.184.150.107,10.10.50.1,Normal
2024-03-23 13:10:12,10.10.4.101,github.com,A,93.184.57.146,10.10.50.1,Normal
2024-03-17 12:35:12,10.10.7.102,www.office.com,A,93.184.163.147,10.10.50.1,Normal
2024-03-18 12:26:39,10.10.6.102,www.microsoft.com,A,93.184.108.149,10.10.50.1,Normal
2024-03-22 15:38:50,10.10.8.104,www.microsoft.com,A,93.184.43.30,10.10.50.1,Normal
2024-03-30 08:13:26,10.10.8.103,outlook.office365.com,A,93.184.37.200,10.10.50.1,Normal
2024-03-05 08:39:01,10.10.2.107,portal.azure.com,A,93.184.69.119,10.10.50.1,Normal
2024-03-01 09:52:41,10.10.6.105,www.google.com,A,93.184.185.39,10.10.50.1,Normal
2024-03-12 10:43:33,10.10.1.104,www.office.com,A,93.184.19.93,10.10.50.1,Normal
2024-03-21 10:30:56,10.10.8.104,teams.microsoft.com,A,93.184.141.45,10.10.50.1,Normal
2024-03-24 16:03:08,10.10.7.101,trello.com,A,93.184.91.118,10.10.50.1,Normal
2024-03-16 16:53:02,10.10.6.104,zoom.us,A,93.184.52.9,10.10.50.1,Normal
2024-03-09 14:41:55,10.10.4.102,www.office.com,A,93.184.175.34,10.10.50.1,Normal
2024-03-12 10:22:37,10.10.8.101,trello.com,A,93.184.141.116,10.10.50.1,Normal
2024-03-29 11:56:08,10.10.4.101,portal.azure.com,A,93.184.65.34,10.10.50.1,Normal
2024-03-19 11:45:32,10.10.1.102,docs.microsoft.com,A,93.184.105.7,10.10.50.1,Normal
2024-03-28 11:31:11,10.10.3.103,www.salesforce.com,A,93.184.42.37,10.10.50.1,Normal
2024-03-29 11:56:42,10.10.5.104,trello.com,A,93.184.167.196,10.10.50.1,Normal
2024-03-18 15:26:47,10.10.5.105,trello.com,A,93.184.13.161,10.10.50.1,Normal
2024-03-27 09:42:46,10.10.8.102,www.microsoft.com,A,93.184.187.149,10.10.50.1,Normal
2024-03-18 13:36:33,10.10.5.108,slack.com,A,93.184.49.99,10.10.50.1,Normal
2024-03-07 14:22:55,10.10.4.101,www.google.com,A,93.184.92.31,10.10.50.1,Normal
2024-03-14 17:04:32,10.10.2.102,www.google.com,A,93.184.104.18,10.10.50.1,Normal
2024-03-21 17:34:38,10.10.2.105,www.linkedin.com,A,93.184.86.114,10.10.50.1,Normal
2024-03-08 15:03:34,10.10.5.107,www.office.com,A,93.184.78.37,10.10.50.1,Normal
2024-03-09 16:13:33,10.10.9.102,www.dropbox.com,A,93.184.30.14,10.10.50.1,Normal
2024-03-11 14:09:22,10.10.2.103,docs.microsoft.com,A,93.184.101.150,10.10.50.1,Normal
2024-03-28 17:44:51,10.10.8.104,trello.com,A,93.184.74.26,10.10.50.1,Normal
2024-03-29 15:47:58,10.10.9.101,www.microsoft.com,A,93.184.165.18,10.10.50.1,Normal
2024-03-29 09:10:51,10.10.6.103,github.com,A,93.184.116.162,10.10.50.1,Normal
2024-03-26 09:05:29,10.10.2.101,www.dropbox.com,A,93.184.76.193,10.10.50.1,Normal
2024-03-04 08:21:22,10.10.5.110,www.google.com,A,93.184.200.73,10.10.50.1,Normal
2024-03-26 16:08:11,10.10.5.104,slack.com,A,93.184.161.11,10.10.50.1,Normal
2024-03-01 10:23:20,10.10.7.103,www.dropbox.com,A,93.184.169.58,10.10.50.1,Normal
2024-03-21 10:17:20,10.10.2.106,docs.microsoft.com,A,93.184.178.107,10.10.50.1,Normal
2024-03-23 08:54:54,10.10.5.101,github.com,A,93.184.184.111,10.10.50.1,Normal
2024-03-10 15:06:31,10.10.8.105,teams.microsoft.com,A,93.184.11.148,10.10.50.1,Normal
2024-03-12 12:59:11,10.10.5.108,stackoverflow.com,A,93.184.48.30,10.10.50.1,Normal
2024-03-21 14:07:10,10.10.4.102,portal.azure.com,A,93.184.189.181,10.10.50.1,Normal
2024-03-05 12:23:43,10.10.2.105,docs.microsoft.com,A,93.184.118.87,10.10.50.1,Normal
2024-03-07 15:43:43,10.10.6.104,www.microsoft.com,A,93.184.134.150,10.10.50.1,Normal
2024-03-27 08:40:36,10.10.8.102,trello.com,A,93.184.121.191,10.10.50.1,Normal
2024-03-20 15:45:30,10.10.2.103,portal.azure.com,A,93.184.199.175,10.10.50.1,Normal
2024-03-04 10:56:56,10.10.7.102,www.microsoft.com,A,93.184.70.108,10.10.50.1,Normal
2024-03-02 13:45:27,10.10.1.104,docs.microsoft.com,A,93.184.79.199,10.10.50.1,Normal
2024-03-26 10:13:27,10.10.4.105,www.office.com,A,93.184.48.93,10.10.50.1,Normal
2024-03-19 08:25:59,10.10.7.102,docs.microsoft.com,A,93.184.153.182,10.10.50.1,Normal
2024-03-27 08:36:09,10.10.2.105,github.com,A,93.184.119.9,10.10.50.1,Normal
2024-03-07 17:29:59,10.10.5.105,www.linkedin.com,A,93.184.30.69,10.10.50.1,Normal
2024-03-01 08:24:37,10.10.2.105,www.office.com,A,93.184.30.34,10.10.50.1,Normal
2024-03-14 16:11:38,10.10.2.101,portal.azure.com,A,93.184.19.14,10.10.50.1,Normal
2024-03-18 17:56:30,10.10.6.104,outlook.office365.com,A,93.184.190.50,10.10.50.1,Normal
2024-03-07 08:13:37,10.10.1.102,zoom.us,A,93.184.94.51,10.10.50.1,Normal
2024-03-09 10:47:40,10.10.3.104,zoom.us,A,93.184.170.53,10.10.50.1,Normal
2024-03-24 09:27:41,10.10.9.102,docs.microsoft.com,A,93.184.27.190,10.10.50.1,Normal
2024-03-01 08:20:17,10.10.5.108,www.google.com,A,93.184.135.48,10.10.50.1,Normal
