timestamp,event_id,event_name,user,host,src_ip,script_block,script_block_id,path,category
2024-03-15 11:31:38,4104,ScriptBlockLogging,cwhite,WIN-FIN-003,10.10.2.103,Get-Process,block_77697,Console,Normal
2024-03-30 09:34:29,4104,ScriptBlockLogging,ibailey,WIN-EXEC-002,10.10.7.102,Invoke-WebRequest -Uri https://www.microsoft.com,block_92533,Console,Normal
2024-03-09 12:12:56,4104,ScriptBlockLogging,svc_backup,DC-PRIMARY-001,10.10.50.1,Get-EventLog -LogName System -Newest 50,block_49619,Console,Normal
2024-03-17 09:08:12,4104,ScriptBlockLogging,da_iwalker,WIN-IT-002,10.10.3.102,Get-Service,block_50156,Console,Normal
2024-03-01 13:23:05,4104,ScriptBlockLogging,cwhite,WIN-FIN-003,10.10.2.103,Get-Service,block_73492,Console,Normal
2024-03-20 11:20:21,4104,ScriptBlockLogging,asanchez,WIN-SALES-010,10.10.5.110,Invoke-WebRequest -Uri https://www.microsoft.com,block_43551,Console,Normal
2024-03-06 10:59:42,4104,ScriptBlockLogging,ladams,WIN-IT-005,10.10.3.105,Start-Service -Name Spooler,block_78405,Console,Normal
2024-03-19 08:13:56,4104,ScriptBlockLogging,jscott,WIN-IT-003,10.10.3.103,Get-ChildItem -Path C:\Users -Recurse,block_17201,Console,Normal
2024-03-03 11:06:02,4104,ScriptBlockLogging,yedwards,WIN-SALES-008,10.10.5.108,Invoke-WebRequest -Uri https://www.microsoft.com,block_36894,Console,Normal
2024-03-11 15:12:05,4104,ScriptBlockLogging,hrobinson,WIN-IT-001,10.10.3.101,Get-WmiObject Win32_OperatingSystem,block_43005,Console,Normal
2024-03-23 09:19:28,4104,ScriptBlockLogging,crogers,WIN-MKT-002,10.10.6.102,Get-Process,block_89719,Console,Normal
2024-03-02 11:05:17,4104,ScriptBlockLogging,sprice,WIN-RD-004,10.10.9.104,Set-Location C:\Users,block_15448,Console,Normal
2024-03-26 09:14:33,4104,ScriptBlockLogging,glewis,WIN-FIN-007,10.10.2.107,Get-Process,block_41167,Console,Normal
2024-03-27 17:11:25,4104,ScriptBlockLogging,ucampbell,WIN-SALES-004,10.10.5.104,Get-Process,block_97263,Console,Normal
2024-03-28 16:16:57,4104,ScriptBlockLogging,fclark,WIN-FIN-006,10.10.2.106,Get-Process,block_84656,Console,Normal
2024-03-11 13:52:03,4104,ScriptBlockLogging,kgreen,WIN-IT-004,10.10.3.104,Get-ChildItem -Path C:\Users -Recurse,block_54431,Console,Normal
2024-03-14 15:19:14,4104,ScriptBlockLogging,jrivera,WIN-EXEC-003,10.10.7.103,Get-Process,block_86387,Console,Normal
2024-03-08 12:19:33,4104,ScriptBlockLogging,rroberts,WIN-SALES-001,10.10.5.101,Get-ChildItem -Path C:\Users -Recurse,block_79639,Console,Normal
2024-03-30 10:20:09,4104,ScriptBlockLogging,glewis,WIN-FIN-007,10.10.2.107,Start-Service -Name Spooler,block_19298,Console,Normal
2024-03-13 12:12:53,4104,ScriptBlockLogging,nwood,WIN-OPS-004,10.10.8.104,Get-EventLog -LogName System -Newest 50,block_98143,Console,Normal
2024-03-14 11:15:42,4104,ScriptBlockLogging,kcox,WIN-OPS-001,10.10.8.101,Get-NetAdapter,block_94202,Console,Normal
2024-03-17 17:18:52,4104,ScriptBlockLogging,pmitchell,WIN-SOC-004,10.10.4.104,Set-Location C:\Users,block_27074,Console,Normal
2024-03-06 15:40:04,4104,ScriptBlockLogging,jsmith,WIN-HR-001,10.10.1.101,Get-Process,block_73198,Console,Normal
2024-03-21 13:28:15,4104,ScriptBlockLogging,wevans,WIN-SALES-006,10.10.5.106,Get-Service,block_96447,Console,Normal
2024-03-15 17:07:53,4104,ScriptBlockLogging,sprice,WIN-RD-004,10.10.9.104,Invoke-WebRequest -Uri https://www.microsoft.com,block_72499,Console,Normal
2024-03-08 08:01:47,4104,ScriptBlockLogging,dreed,WIN-MKT-003,10.10.6.103,Get-ChildItem -Path C:\Users -Recurse,block_49514,Console,Normal
2024-03-12 08:25:27,4104,ScriptBlockLogging,kgreen,WIN-IT-004,10.10.3.104,Get-WmiObject Win32_OperatingSystem,block_65405,Console,Normal
2024-03-03 14:57:41,4104,ScriptBlockLogging,ecook,WIN-MKT-004,10.10.6.104,Get-ChildItem -Path C:\Users -Recurse,block_44454,Console,Normal
2024-03-06 13:39:39,4104,ScriptBlockLogging,eharris,WIN-FIN-005,10.10.2.105,Get-Service,block_41839,Console,Normal
2024-03-18 14:56:55,4104,ScriptBlockLogging,rthompson,WIN-FIN-001,10.10.2.101,Get-ChildItem -Path C:\Users -Recurse,block_54405,Console,Normal
2024-03-01 15:23:51,4104,ScriptBlockLogging,lbrown,WIN-HR-004,10.10.1.104,Get-ADUser -Filter *,block_71541,Console,Normal
2024-03-02 14:42:26,4104,ScriptBlockLogging,svc_antivirus,DC-PRIMARY-001,10.10.50.1,Set-Location C:\Users,block_86128,Console,Normal
2024-03-10 08:27:49,4104,ScriptBlockLogging,zstewart,WIN-SALES-009,10.10.5.109,Get-Process,block_95689,Console,Normal
2024-03-01 11:49:13,4104,ScriptBlockLogging,lward,WIN-OPS-002,10.10.8.102,Get-WmiObject Win32_OperatingSystem,block_83444,Console,Normal
2024-03-28 10:47:56,4104,ScriptBlockLogging,asanchez,WIN-SALES-010,10.10.5.110,Get-WmiObject Win32_OperatingSystem,block_17980,Console,Normal
2024-03-13 15:20:37,4104,ScriptBlockLogging,eharris,WIN-FIN-005,10.10.2.105,Start-Service -Name Spooler,block_62595,Console,Normal
2024-03-08 16:10:01,4104,ScriptBlockLogging,mwilson,WIN-HR-002,10.10.1.102,Get-NetAdapter,block_88196,Console,Normal
2024-03-05 13:24:36,4104,ScriptBlockLogging,yedwards,WIN-SALES-008,10.10.5.108,Get-WmiObject Win32_OperatingSystem,block_59381,Console,Normal
2024-03-17 15:01:35,4104,ScriptBlockLogging,jscott,WIN-IT-003,10.10.3.103,Get-WmiObject Win32_OperatingSystem,block_94488,Console,Normal
2024-03-18 15:53:34,4104,ScriptBlockLogging,xcollins,WIN-SALES-007,10.10.5.107,Start-Service -Name Spooler,block_96389,Console,Normal
2024-03-03 15:19:57,4104,ScriptBlockLogging,gbell,WIN-MKT-006,10.10.6.106,Get-WmiObject Win32_OperatingSystem,block_63303,Console,Normal
2024-03-11 12:49:55,4104,ScriptBlockLogging,dlee,WIN-FIN-004,10.10.2.104,Get-ADUser -Filter *,block_30779,Console,Normal
2024-03-27 10:25:46,4104,ScriptBlockLogging,fmorgan,WIN-MKT-005,10.10.6.105,Get-NetAdapter,block_58227,Console,Normal
2024-03-29 16:59:51,4104,ScriptBlockLogging,lward,WIN-OPS-002,10.10.8.102,Get-EventLog -LogName System -Newest 50,block_54219,Console,Normal
2024-03-08 13:54:20,4104,ScriptBlockLogging,ecook,WIN-MKT-004,10.10.6.104,Get-EventLog -LogName System -Newest 50,block_61823,Console,Normal
2024-03-27 16:21:28,4104,ScriptBlockLogging,bmorris,WIN-MKT-001,10.10.6.101,Set-Location C:\Users,block_63016,Console,Normal
2024-03-27 09:12:27,4104,ScriptBlockLogging,da_iwalker,WIN-IT-002,10.10.3.102,Get-EventLog -LogName System -Newest 50,block_85041,Console,Normal
2024-03-15 12:43:14,4104,ScriptBlockLogging,cwhite,WIN-FIN-003,10.10.2.103,Get-ChildItem -Path C:\Users -Recurse,block_87206,Console,Normal
2024-03-27 17:12:08,4104,ScriptBlockLogging,crogers,WIN-MKT-002,10.10.6.102,Start-Service -Name Spooler,block_40462,Console,Normal
2024-03-10 10:52:32,4104,ScriptBlockLogging,svc_antivirus,DC-PRIMARY-001,10.10.50.1,Get-Service,block_31837,Console,Normal
2024-03-04 11:50:14,4104,ScriptBlockLogging,svc_backup,DC-PRIMARY-001,10.10.50.1,Get-EventLog -LogName System -Newest 50,block_92443,Console,Normal
2024-03-04 11:49:04,4104,ScriptBlockLogging,Administrator,DC-PRIMARY-001,10.10.50.1,Get-ChildItem -Path C:\Users -Recurse,block_61039,Console,Normal
2024-03-15 13:02:05,4104,ScriptBlockLogging,lward,WIN-OPS-002,10.10.8.102,Start-Service -Name Spooler,block_46890,Console,Normal
2024-03-03 13:47:47,4104,ScriptBlockLogging,kjones,WIN-HR-005,10.10.1.105,Get-NetAdapter,block_39946,Console,Normal
2024-03-11 10:50:57,4104,ScriptBlockLogging,pbrooks,WIN-RD-001,10.10.9.101,Get-WmiObject Win32_OperatingSystem,block_15531,Console,Normal
2024-03-03 11:45:55,4104,ScriptBlockLogging,fclark,WIN-FIN-006,10.10.2.106,Get-ChildItem -Path C:\Users -Recurse,block_77603,Console,Normal
2024-03-01 12:43:30,4104,ScriptBlockLogging,rsanders,WIN-RD-003,10.10.9.103,Invoke-WebRequest -Uri https://www.microsoft.com,block_50808,Console,Normal
2024-03-26 14:46:08,4104,ScriptBlockLogging,lbrown,WIN-HR-004,10.10.1.104,Get-NetAdapter,block_64085,Console,Normal
2024-03-02 12:54:09,4104,ScriptBlockLogging,ibailey,WIN-EXEC-002,10.10.7.102,Get-NetAdapter,block_97740,Console,Normal
2024-03-26 17:30:35,4104,ScriptBlockLogging,kcox,WIN-OPS-001,10.10.8.101,Start-Service -Name Spooler,block_98551,Console,Normal
2024-03-09 13:12:31,4104,ScriptBlockLogging,mwilson,WIN-HR-002,10.10.1.102,Get-NetAdapter,block_59208,Console,Normal
2024-03-27 09:54:14,4104,ScriptBlockLogging,wevans,WIN-SALES-006,10.10.5.106,Get-NetAdapter,block_41516,Console,Normal
2024-03-25 08:22:29,4104,ScriptBlockLogging,svc_backup,DC-PRIMARY-001,10.10.50.1,Start-Service -Name Spooler,block_21187,Console,Normal
2024-03-12 13:38:56,4104,ScriptBlockLogging,svc_splunk,DC-PRIMARY-001,10.10.50.1,Get-Service,block_83077,Console,Normal
2024-03-20 09:27:29,4104,ScriptBlockLogging,qperez,WIN-SOC-005,10.10.4.105,Start-Service -Name Spooler,block_79161,Console,Normal
2024-03-06 09:58:03,4104,ScriptBlockLogging,lward,WIN-OPS-002,10.10.8.102,Set-Location C:\Users,block_70280,Console,Normal
2024-03-20 16:35:02,4104,ScriptBlockLogging,owatson,WIN-OPS-005,10.10.8.105,Set-Location C:\Users,block_18687,Console,Normal
2024-03-11 17:25:19,4104,ScriptBlockLogging,mbaker,WIN-SOC-001,10.10.4.101,Start-Service -Name Spooler,block_71088,Console,Normal
2024-03-19 08:41:05,4104,ScriptBlockLogging,ecook,WIN-MKT-004,10.10.6.104,Get-Service,block_77738,Console,Normal
2024-03-13 14:21:26,4104,ScriptBlockLogging,fclark,WIN-FIN-006,10.10.2.106,Get-Service,block_17571,Console,Normal
2024-03-16 17:19:53,4104,ScriptBlockLogging,rroberts,WIN-SALES-001,10.10.5.101,Get-EventLog -LogName System -Newest 50,block_41397,Console,Normal
2024-03-22 13:24:18,4104,ScriptBlockLogging,cwhite,WIN-FIN-003,10.10.2.103,Get-ADUser -Filter *,block_78107,Console,Normal
2024-03-12 10:52:01,4104,ScriptBlockLogging,qkelly,WIN-RD-002,10.10.9.102,Get-Process,block_23960,Console,Normal
2024-03-11 17:59:03,4104,ScriptBlockLogging,amartin,WIN-FIN-002,10.10.2.102,Get-ADUser -Filter *,block_85318,Console,Normal
2024-03-25 16:33:03,4104,ScriptBlockLogging,sprice,WIN-RD-004,10.10.9.104,Start-Service -Name Spooler,block_97204,Console,Normal
2024-03-27 13:38:33,4104,ScriptBlockLogging,mwilson,WIN-HR-002,10.10.1.102,Get-NetAdapter,block_35722,Console,Normal
2024-03-16 17:28:41,4104,ScriptBlockLogging,qkelly,WIN-RD-002,10.10.9.102,Get-WmiObject Win32_OperatingSystem,block_69526,Console,Normal
2024-03-10 10:37:10,4104,ScriptBlockLogging,rroberts,WIN-SALES-001,10.10.5.101,Get-Service,block_33520,Console,Normal
2024-03-07 10:22:07,4104,ScriptBlockLogging,sturner,WIN-SALES-002,10.10.5.102,Get-EventLog -LogName System -Newest 50,block_34269,Console,Normal
2024-03-25 12:05:40,4104,ScriptBlockLogging,jscott,WIN-IT-003,10.10.3.103,Get-NetAdapter,block_96317,Console,Normal
2024-03-02 17:44:05,4104,ScriptBlockLogging,sturner,WIN-SALES-002,10.10.5.102,Get-ADUser -Filter *,block_89650,Console,Normal
2024-03-25 10:58:06,4104,ScriptBlockLogging,svc_antivirus,DC-PRIMARY-001,10.10.50.1,Get-ADUser -Filter *,block_21591,Console,Normal
2024-03-18 16:10:40,4104,ScriptBlockLogging,yedwards,WIN-SALES-008,10.10.5.108,Start-Service -Name Spooler,block_79652,Console,Normal
2024-03-18 08:33:39,4104,ScriptBlockLogging,wevans,WIN-SALES-006,10.10.5.106,Get-ADUser -Filter *,block_15283,Console,Normal
2024-03-21 16:30:45,4104,ScriptBlockLogging,hrobinson,WIN-IT-001,10.10.3.101,Get-ChildItem -Path C:\Users -Recurse,block_82685,Console,Normal
2024-03-10 13:29:52,4104,ScriptBlockLogging,sturner,WIN-SALES-002,10.10.5.102,Get-NetAdapter,block_64870,Console,Normal
2024-03-23 11:42:55,4104,ScriptBlockLogging,kcox,WIN-OPS-001,10.10.8.101,Get-WmiObject Win32_OperatingSystem,block_84164,Console,Normal
2024-03-04 08:29:28,4104,ScriptBlockLogging,iwalker,WIN-IT-002,10.10.3.102,Get-ChildItem -Path C:\Users -Recurse,block_12238,Console,Normal
2024-03-28 12:23:51,4104,ScriptBlockLogging,eharris,WIN-FIN-005,10.10.2.105,Get-WmiObject Win32_OperatingSystem,block_89880,Console,Normal
2024-03-10 14:40:22,4104,ScriptBlockLogging,mrichardson,WIN-OPS-003,10.10.8.103,Start-Service -Name Spooler,block_97109,Console,Normal
2024-03-18 12:36:07,4104,ScriptBlockLogging,vparker,WIN-SALES-005,10.10.5.105,Set-Location C:\Users,block_69956,Console,Normal
2024-03-25 14:10:15,4104,ScriptBlockLogging,hrobinson,WIN-IT-001,10.10.3.101,Invoke-WebRequest -Uri https://www.microsoft.com,block_28684,Console,Normal
2024-03-19 10:24:10,4104,ScriptBlockLogging,ocarter,WIN-SOC-003,10.10.4.103,Set-Location C:\Users,block_23093,Console,Normal
2024-03-12 10:14:11,4104,ScriptBlockLogging,svc_splunk,DC-PRIMARY-001,10.10.50.1,Get-EventLog -LogName System -Newest 50,block_59428,Console,Normal
2024-03-25 13:29:15,4104,ScriptBlockLogging,dreed,WIN-MKT-003,10.10.6.103,Get-ADUser -Filter *,block_86540,Console,Normal
2024-03-25 09:22:12,4104,ScriptBlockLogging,nnelson,WIN-SOC-002,10.10.4.102,Start-Service -Name Spooler,block_83300,Console,Normal
2024-03-16 13:45:26,4104,ScriptBlockLogging,svc_backup,DC-PRIMARY-001,10.10.50.1,Get-NetAdapter,block_73691,Console,Normal
2024-03-19 15:39:00,4104,ScriptBlockLogging,eharris,WIN-FIN-005,10.10.2.105,Get-NetAdapter,block_12573,Console,Normal
2024-03-12 10:15:10,4104,ScriptBlockLogging,jscott,WIN-IT-003,10.10.3.103,Set-Location C:\Users,block_54728,Console,Normal
2024-03-05 09:20:10,4104,ScriptBlockLogging,dreed,WIN-MKT-003,10.10.6.103,Get-EventLog -LogName System -Newest 50,block_36864,Console,Normal
2024-03-11 12:47:32,4104,ScriptBlockLogging,yedwards,WIN-SALES-008,10.10.5.108,Start-Service -Name Spooler,block_86658,Console,Normal
2024-03-12 12:53:23,4104,ScriptBlockLogging,bmorris,WIN-MKT-001,10.10.6.101,Set-Location C:\Users,block_87339,Console,Normal
2024-03-03 09:20:25,4104,ScriptBlockLogging,svc_splunk,DC-PRIMARY-001,10.10.50.1,Start-Service -Name Spooler,block_10414,Console,Normal
2024-03-30 14:37:56,4104,ScriptBlockLogging,da_iwalker,WIN-IT-002,10.10.3.102,Get-Process,block_48977,Console,Normal
2024-03-02 14:13:29,4104,ScriptBlockLogging,rroberts,WIN-SALES-001,10.10.5.101,Get-ADUser -Filter *,block_65096,Console,Normal
2024-03-28 17:54:37,4104,ScriptBlockLogging,eharris,WIN-FIN-005,10.10.2.105,Get-Service,block_81644,Console,Normal
2024-03-22 15:48:59,4104,ScriptBlockLogging,crogers,WIN-MKT-002,10.10.6.102,Get-NetAdapter,block_20664,Console,Normal
2024-03-06 08:08:54,4104,ScriptBlockLogging,crogers,WIN-MKT-002,10.10.6.102,Set-Location C:\Users,block_87554,Console,Normal
2024-03-18 13:38:34,4104,ScriptBlockLogging,dlee,WIN-FIN-004,10.10.2.104,Get-ChildItem -Path C:\Users -Recurse,block_47667,Console,Normal
2024-03-08 14:15:14,4104,ScriptBlockLogging,cwhite,WIN-FIN-003,10.10.2.103,Invoke-WebRequest -Uri https://www.microsoft.com,block_52299,Console,Normal
2024-03-26 17:19:16,4104,ScriptBlockLogging,rroberts,WIN-SALES-001,10.10.5.101,Get-NetAdapter,block_49786,Console,Normal
2024-03-29 11:49:24,4104,ScriptBlockLogging,pbrooks,WIN-RD-001,10.10.9.101,Start-Service -Name Spooler,block_89137,Console,Normal
2024-03-10 09:24:02,4104,ScriptBlockLogging,asanchez,WIN-SALES-010,10.10.5.110,Get-Process,block_90668,Console,Normal
2024-03-10 12:51:41,4104,ScriptBlockLogging,lward,WIN-OPS-002,10.10.8.102,Get-Service,block_50157,Console,Normal
2024-03-09 09:46:51,4104,ScriptBlockLogging,qkelly,WIN-RD-002,10.10.9.102,Get-Process,block_60567,Console,Normal
2024-03-03 11:29:49,4104,ScriptBlockLogging,fmorgan,WIN-MKT-005,10.10.6.105,Get-Service,block_80920,Console,Normal
2024-03-18 14:04:31,4104,ScriptBlockLogging,svc_backup,DC-PRIMARY-001,10.10.50.1,Start-Service -Name Spooler,block_19870,Console,Normal
2024-03-17 12:59:16,4104,ScriptBlockLogging,eharris,WIN-FIN-005,10.10.2.105,Get-Service,block_35827,Console,Normal
2024-03-18 11:35:16,4104,ScriptBlockLogging,da_iwalker,WIN-IT-002,10.10.3.102,Get-Process,block_16121,Console,Normal
2024-03-27 10:52:17,4104,ScriptBlockLogging,da_iwalker,WIN-IT-002,10.10.3.102,Get-ADUser -Filter *,block_82185,Console,Normal
2024-03-25 16:45:01,4104,ScriptBlockLogging,jscott,WIN-IT-003,10.10.3.103,Get-Service,block_81813,Console,Normal
2024-03-02 08:10:32,4104,ScriptBlockLogging,rroberts,WIN-SALES-001,10.10.5.101,Get-NetAdapter,block_51559,Console,Normal
2024-03-16 12:44:58,4104,ScriptBlockLogging,ladams,WIN-IT-005,10.10.3.105,Get-WmiObject Win32_OperatingSystem,block_58184,Console,Normal
2024-03-18 17:09:09,4104,ScriptBlockLogging,lward,WIN-OPS-002,10.10.8.102,Get-Service,block_38554,Console,Normal
2024-03-22 10:30:05,4104,ScriptBlockLogging,amartin,WIN-FIN-002,10.10.2.102,Get-NetAdapter,block_88636,Console,Normal
2024-03-11 15:37:12,4104,ScriptBlockLogging,mbaker,WIN-SOC-001,10.10.4.101,Get-Service,block_32596,Console,Normal
2024-03-17 11:26:57,4104,ScriptBlockLogging,asanchez,WIN-SALES-010,10.10.5.110,Get-NetAdapter,block_87774,Console,Normal
2024-03-08 14:13:21,4104,ScriptBlockLogging,rsanders,WIN-RD-003,10.10.9.103,Get-WmiObject Win32_OperatingSystem,block_13246,Console,Normal
2024-03-24 17:46:28,4104,ScriptBlockLogging,svc_antivirus,DC-PRIMARY-001,10.10.50.1,Start-Service -Name Spooler,block_75095,Console,Normal
2024-03-28 17:29:46,4104,ScriptBlockLogging,iwalker,WIN-IT-002,10.10.3.102,Get-Service,block_65746,Console,Normal
2024-03-09 08:18:23,4104,ScriptBlockLogging,cwhite,WIN-FIN-003,10.10.2.103,Invoke-WebRequest -Uri https://www.microsoft.com,block_47404,Console,Normal
2024-03-01 14:07:36,4104,ScriptBlockLogging,gbell,WIN-MKT-006,10.10.6.106,Start-Service -Name Spooler,block_52198,Console,Normal
2024-03-26 12:00:40,4104,ScriptBlockLogging,rroberts,WIN-SALES-001,10.10.5.101,Get-EventLog -LogName System -Newest 50,block_28612,Console,Normal
2024-03-27 10:14:52,4104,ScriptBlockLogging,ecook,WIN-MKT-004,10.10.6.104,Get-Process,block_22666,Console,Normal
2024-03-04 11:19:39,4104,ScriptBlockLogging,ecook,WIN-MKT-004,10.10.6.104,Invoke-WebRequest -Uri https://www.microsoft.com,block_36785,Console,Normal
2024-03-03 16:54:08,4104,ScriptBlockLogging,ocarter,WIN-SOC-003,10.10.4.103,Get-Process,block_18026,Console,Normal
2024-03-05 11:25:50,4104,ScriptBlockLogging,owatson,WIN-OPS-005,10.10.8.105,Invoke-WebRequest -Uri https://www.microsoft.com,block_60981,Console,Normal
2024-03-23 14:11:08,4104,ScriptBlockLogging,lbrown,WIN-HR-004,10.10.1.104,Get-Process,block_89243,Console,Normal
2024-03-03 08:08:56,4104,ScriptBlockLogging,crogers,WIN-MKT-002,10.10.6.102,Get-NetAdapter,block_13708,Console,Normal
2024-03-20 14:11:10,4104,ScriptBlockLogging,jrivera,WIN-EXEC-003,10.10.7.103,Get-ChildItem -Path C:\Users -Recurse,block_59788,Console,Normal
2024-03-02 13:46:09,4104,ScriptBlockLogging,mwilson,WIN-HR-002,10.10.1.102,Get-Service,block_90572,Console,Normal
2024-03-30 17:38:43,4104,ScriptBlockLogging,svc_antivirus,DC-PRIMARY-001,10.10.50.1,Invoke-WebRequest -Uri https://www.microsoft.com,block_68326,Console,Normal
2024-03-18 15:06:31,4104,ScriptBlockLogging,jscott,WIN-IT-003,10.10.3.103,Get-Service,block_71589,Console,Normal
2024-03-19 14:04:55,4104,ScriptBlockLogging,svc_antivirus,DC-PRIMARY-001,10.10.50.1,Get-Service,block_37291,Console,Normal
2024-03-09 17:21:04,4104,ScriptBlockLogging,yedwards,WIN-SALES-008,10.10.5.108,Get-WmiObject Win32_OperatingSystem,block_18252,Console,Normal
2024-03-22 13:51:07,4104,ScriptBlockLogging,xcollins,WIN-SALES-007,10.10.5.107,Start-Service -Name Spooler,block_97497,Console,Normal
2024-03-27 14:23:17,4104,ScriptBlockLogging,hmurphy,WIN-EXEC-001,10.10.7.101,Get-WmiObject Win32_OperatingSystem,block_47614,Console,Normal
2024-03-28 14:29:18,4104,ScriptBlockLogging,rsanders,WIN-RD-003,10.10.9.103,Set-Location C:\Users,block_53231,Console,Normal
2024-03-15 11:30:41,4104,ScriptBlockLogging,Administrator,DC-PRIMARY-001,10.10.50.1,Invoke-WebRequest -Uri https://www.microsoft.com,block_70555,Console,Normal
2024-03-18 16:48:51,4104,ScriptBlockLogging,svc_antivirus,DC-PRIMARY-001,10.10.50.1,Set-Location C:\Users,block_37744,Console,Normal
2024-03-02 08:33:47,4104,ScriptBlockLogging,tphillips,WIN-SALES-003,10.10.5.103,Get-ChildItem -Path C:\Users -Recurse,block_40704,Console,Normal
2024-03-05 13:38:09,4104,ScriptBlockLogging,nwood,WIN-OPS-004,10.10.8.104,Get-EventLog -LogName System -Newest 50,block_33602,Console,Normal
2024-03-17 15:49:48,4104,ScriptBlockLogging,lward,WIN-OPS-002,10.10.8.102,Get-EventLog -LogName System -Newest 50,block_42294,Console,Normal
2024-03-17 10:51:51,4104,ScriptBlockLogging,fmorgan,WIN-MKT-005,10.10.6.105,Get-NetAdapter,block_38776,Console,Normal
2024-03-25 10:09:58,4104,ScriptBlockLogging,owatson,WIN-OPS-005,10.10.8.105,Get-NetAdapter,block_10449,Console,Normal
2024-03-20 13:28:53,4104,ScriptBlockLogging,qperez,WIN-SOC-005,10.10.4.105,Get-WmiObject Win32_OperatingSystem,block_17099,Console,Normal
2024-03-08 17:22:46,4104,ScriptBlockLogging,hmurphy,WIN-EXEC-001,10.10.7.101,Get-ChildItem -Path C:\Users -Recurse,block_13614,Console,Normal
2024-03-21 17:01:13,4104,ScriptBlockLogging,jsmith,WIN-HR-001,10.10.1.101,Get-WmiObject Win32_OperatingSystem,block_18996,Console,Normal
2024-03-29 11:53:36,4104,ScriptBlockLogging,bmorris,WIN-MKT-001,10.10.6.101,Get-Service,block_50433,Console,Normal
2024-03-26 11:17:57,4104,ScriptBlockLogging,lward,WIN-OPS-002,10.10.8.102,Get-NetAdapter,block_39363,Console,Normal
2024-03-24 16:55:45,4104,ScriptBlockLogging,rroberts,WIN-SALES-001,10.10.5.101,Get-WmiObject Win32_OperatingSystem,block_55232,Console,Normal
2024-03-08 11:07:08,4104,ScriptBlockLogging,yedwards,WIN-SALES-008,10.10.5.108,Get-ADUser -Filter *,block_50672,Console,Normal
2024-03-21 11:07:31,4104,ScriptBlockLogging,crogers,WIN-MKT-002,10.10.6.102,Get-EventLog -LogName System -Newest 50,block_12871,Console,Normal
2024-03-18 16:55:02,4104,ScriptBlockLogging,mbaker,WIN-SOC-001,10.10.4.101,Get-WmiObject Win32_OperatingSystem,block_41969,Console,Normal
2024-03-22 09:13:45,4104,ScriptBlockLogging,tphillips,WIN-SALES-003,10.10.5.103,Start-Service -Name Spooler,block_45541,Console,Normal
2024-03-05 12:55:38,4104,ScriptBlockLogging,eharris,WIN-FIN-005,10.10.2.105,Get-ChildItem -Path C:\Users -Recurse,block_58658,Console,Normal
2024-03-03 12:35:10,4104,ScriptBlockLogging,hmurphy,WIN-EXEC-001,10.10.7.101,Get-NetAdapter,block_44779,Console,Normal
2024-03-24 10:20:00,4104,ScriptBlockLogging,nnelson,WIN-SOC-002,10.10.4.102,Get-Service,block_81820,Console,Normal
2024-03-01 14:26:40,4104,ScriptBlockLogging,cwhite,WIN-FIN-003,10.10.2.103,Get-Service,block_84462,Console,Normal
2024-03-10 08:44:17,4104,ScriptBlockLogging,qkelly,WIN-RD-002,10.10.9.102,Get-NetAdapter,block_33469,Console,Normal
2024-03-13 15:58:07,4104,ScriptBlockLogging,fmorgan,WIN-MKT-005,10.10.6.105,Invoke-WebRequest -Uri https://www.microsoft.com,block_98284,Console,Normal
2024-03-25 11:52:02,4104,ScriptBlockLogging,fclark,WIN-FIN-006,10.10.2.106,Get-Service,block_73626,Console,Normal
2024-03-30 11:57:16,4104,ScriptBlockLogging,dlee,WIN-FIN-004,10.10.2.104,Get-EventLog -LogName System -Newest 50,block_11836,Console,Normal
2024-03-19 13:08:41,4104,ScriptBlockLogging,wevans,WIN-SALES-006,10.10.5.106,Get-NetAdapter,block_29929,Console,Normal
2024-03-14 12:27:02,4104,ScriptBlockLogging,rsanders,WIN-RD-003,10.10.9.103,Get-ChildItem -Path C:\Users -Recurse,block_28917,Console,Normal
2024-03-09 13:32:31,4104,ScriptBlockLogging,svc_antivirus,DC-PRIMARY-001,10.10.50.1,Start-Service -Name Spooler,block_32009,Console,Normal
2024-03-01 13:46:41,4104,ScriptBlockLogging,pbrooks,WIN-RD-001,10.10.9.101,Get-ChildItem -Path C:\Users -Recurse,block_26807,Console,Normal
2024-03-04 12:32:11,4104,ScriptBlockLogging,nwood,WIN-OPS-004,10.10.8.104,Get-ADUser -Filter *,block_78538,Console,Normal
2024-03-05 11:32:12,4104,ScriptBlockLogging,nnelson,WIN-SOC-002,10.10.4.102,Set-Location C:\Users,block_92066,Console,Normal
2024-03-21 16:52:44,4104,ScriptBlockLogging,jsmith,WIN-HR-001,10.10.1.101,Get-Process,block_86307,Console,Normal
2024-03-26 16:40:59,4104,ScriptBlockLogging,hrobinson,WIN-IT-001,10.10.3.101,Set-Location C:\Users,block_84174,Console,Normal
2024-03-18 17:10:23,4104,ScriptBlockLogging,mwilson,WIN-HR-002,10.10.1.102,Get-ADUser -Filter *,block_30621,Console,Normal
2024-03-14 08:42:31,4104,ScriptBlockLogging,mrichardson,WIN-OPS-003,10.10.8.103,Get-NetAdapter,block_70702,Console,Normal
2024-03-23 12:52:22,4104,ScriptBlockLogging,jrivera,WIN-EXEC-003,10.10.7.103,Get-WmiObject Win32_OperatingSystem,block_60896,Console,Normal
