timestamp,event_id,event_name,user,host,source_ip,process,parent_process,command_line,md5,src_port,dest_ip,dest_port,dest_host,protocol,image,signed,signature,source_process,target_process,granted_access,file_path,category
2024-03-12 13:31:44,1,ProcessCreate,jsmith,WIN-HR-001,10.10.1.101,teams.exe,cmd.exe,C:\Windows\System32\teams.exe,154485a7566ec7a9d8bcc6a659aa3a4e,,,,,,,,,,,,,Normal
2024-03-24 09:29:50,1,ProcessCreate,ocarter,WIN-SOC-003,10.10.4.103,notepad.exe,explorer.exe,C:\Windows\System32\notepad.exe,a37e9ce9e5a53c24d44a59084f0dde32,,,,,,,,,,,,,Normal
2024-03-12 15:52:42,1,ProcessCreate,iwalker,WIN-IT-002,10.10.3.102,winlogon.exe,svchost.exe,C:\Windows\System32\winlogon.exe,102dd375abb3bae5ea10ef47433e9853,,,,,,,,,,,,,Normal
2024-03-11 12:40:39,1,ProcessCreate,wevans,WIN-SALES-006,10.10.5.106,cmd.exe,cmd.exe,C:\Windows\System32\cmd.exe,45e0edaca8702e6e90d1d98cf3647d5f,,,,,,,,,,,,,Normal
2024-03-07 09:17:04,1,ProcessCreate,jrivera,WIN-EXEC-003,10.10.7.103,zoom.exe,svchost.exe,C:\Windows\System32\zoom.exe,c7dfe9208800e961e8af6731f9283ad5,,,,,,,,,,,,,Normal
2024-03-10 15:59:54,1,ProcessCreate,pbrooks,WIN-RD-001,10.10.9.101,7z.exe,cmd.exe,C:\Windows\System32\7z.exe,6343ddc50ffae6fe14a7a5af2af8962e,,,,,,,,,,,,,Normal
2024-03-20 14:17:46,1,ProcessCreate,hrobinson,WIN-IT-001,10.10.3.101,teams.exe,cmd.exe,C:\Windows\System32\teams.exe,154485a7566ec7a9d8bcc6a659aa3a4e,,,,,,,,,,,,,Normal
2024-03-07 16:52:09,1,ProcessCreate,bmorris,WIN-MKT-001,10.10.6.101,lsass.exe,svchost.exe,C:\Windows\System32\lsass.exe,ceff066accbea30640f130e701692d9f,,,,,,,,,,,,,Normal
2024-03-06 14:31:23,1,ProcessCreate,dreed,WIN-MKT-003,10.10.6.103,msedge.exe,svchost.exe,C:\Windows\System32\msedge.exe,dafb630528a2a1bac46f6ac46035d75d,,,,,,,,,,,,,Normal
2024-03-04 10:22:02,1,ProcessCreate,pbrooks,WIN-RD-001,10.10.9.101,cmd.exe,cmd.exe,C:\Windows\System32\cmd.exe,45e0edaca8702e6e90d1d98cf3647d5f,,,,,,,,,,,,,Normal
2024-03-08 10:29:11,1,ProcessCreate,rroberts,WIN-SALES-001,10.10.5.101,lsass.exe,svchost.exe,C:\Windows\System32\lsass.exe,ceff066accbea30640f130e701692d9f,,,,,,,,,,,,,Normal
2024-03-10 12:29:56,1,ProcessCreate,gbell,WIN-MKT-006,10.10.6.106,notepad.exe,explorer.exe,C:\Windows\System32\notepad.exe,a37e9ce9e5a53c24d44a59084f0dde32,,,,,,,,,,,,,Normal
2024-03-20 13:42:05,1,ProcessCreate,hmurphy,WIN-EXEC-001,10.10.7.101,zoom.exe,svchost.exe,C:\Windows\System32\zoom.exe,c7dfe9208800e961e8af6731f9283ad5,,,,,,,,,,,,,Normal
2024-03-21 17:42:29,1,ProcessCreate,gbell,WIN-MKT-006,10.10.6.106,word.exe,explorer.exe,C:\Windows\System32\word.exe,be3d50d996950caf39e3708aefe0438e,,,,,,,,,,,,,Normal
2024-03-10 09:15:24,1,ProcessCreate,xcollins,WIN-SALES-007,10.10.5.107,slack.exe,explorer.exe,C:\Windows\System32\slack.exe,5b3e5642ef88db53654435eb7a54ad37,,,,,,,,,,,,,Normal
2024-03-09 17:57:34,1,ProcessCreate,mwilson,WIN-HR-002,10.10.1.102,msedge.exe,explorer.exe,C:\Windows\System32\msedge.exe,dafb630528a2a1bac46f6ac46035d75d,,,,,,,,,,,,,Normal
2024-03-09 15:39:55,1,ProcessCreate,crogers,WIN-MKT-002,10.10.6.102,excel.exe,explorer.exe,C:\Windows\System32\excel.exe,cf0ee1fe487262be8a30d78ecb231bde,,,,,,,,,,,,,Normal
2024-03-30 11:44:22,1,ProcessCreate,wevans,WIN-SALES-006,10.10.5.106,svchost.exe,explorer.exe,C:\Windows\System32\svchost.exe,d1c56374fff0243832b8696d133b7861,,,,,,,,,,,,,Normal
2024-03-11 08:25:21,1,ProcessCreate,jscott,WIN-IT-003,10.10.3.103,winlogon.exe,cmd.exe,C:\Windows\System32\winlogon.exe,102dd375abb3bae5ea10ef47433e9853,,,,,,,,,,,,,Normal
2024-03-06 11:11:21,1,ProcessCreate,ucampbell,WIN-SALES-004,10.10.5.104,slack.exe,svchost.exe,C:\Windows\System32\slack.exe,5b3e5642ef88db53654435eb7a54ad37,,,,,,,,,,,,,Normal
2024-03-14 17:45:34,1,ProcessCreate,iwalker,WIN-IT-002,10.10.3.102,teams.exe,svchost.exe,C:\Windows\System32\teams.exe,154485a7566ec7a9d8bcc6a659aa3a4e,,,,,,,,,,,,,Normal
2024-03-16 10:21:12,1,ProcessCreate,rroberts,WIN-SALES-001,10.10.5.101,excel.exe,explorer.exe,C:\Windows\System32\excel.exe,cf0ee1fe487262be8a30d78ecb231bde,,,,,,,,,,,,,Normal
2024-03-22 16:51:15,1,ProcessCreate,mbaker,WIN-SOC-001,10.10.4.101,svchost.exe,explorer.exe,C:\Windows\System32\svchost.exe,d1c56374fff0243832b8696d133b7861,,,,,,,,,,,,,Normal
2024-03-05 14:50:46,1,ProcessCreate,lward,WIN-OPS-002,10.10.8.102,iexplore.exe,svchost.exe,C:\Windows\System32\iexplore.exe,5949aefc6a80022c3f10fcd9dc8b7583,,,,,,,,,,,,,Normal
2024-03-24 10:05:38,1,ProcessCreate,fmorgan,WIN-MKT-005,10.10.6.105,svchost.exe,svchost.exe,C:\Windows\System32\svchost.exe,d1c56374fff0243832b8696d133b7861,,,,,,,,,,,,,Normal
2024-03-13 13:05:39,1,ProcessCreate,rroberts,WIN-SALES-001,10.10.5.101,python.exe,cmd.exe,C:\Windows\System32\python.exe,2cd08077ed2bd398faa431458d9fbf45,,,,,,,,,,,,,Normal
2024-03-20 15:53:54,1,ProcessCreate,fclark,WIN-FIN-006,10.10.2.106,winlogon.exe,cmd.exe,C:\Windows\System32\winlogon.exe,102dd375abb3bae5ea10ef47433e9853,,,,,,,,,,,,,Normal
2024-03-18 08:37:22,1,ProcessCreate,eharris,WIN-FIN-005,10.10.2.105,winrar.exe,explorer.exe,C:\Windows\System32\winrar.exe,91c3fec0b4d2732ede80b6eb1639ef1b,,,,,,,,,,,,,Normal
2024-03-10 12:59:15,1,ProcessCreate,wevans,WIN-SALES-006,10.10.5.106,python.exe,svchost.exe,C:\Windows\System32\python.exe,2cd08077ed2bd398faa431458d9fbf45,,,,,,,,,,,,,Normal
2024-03-13 16:42:29,1,ProcessCreate,sturner,WIN-SALES-002,10.10.5.102,explorer.exe,explorer.exe,C:\Windows\System32\explorer.exe,cde09bcdf5fde1e2eac52c0f93362b79,,,,,,,,,,,,,Normal
2024-03-03 09:48:03,1,ProcessCreate,owatson,WIN-OPS-005,10.10.8.105,thunderbird.exe,cmd.exe,C:\Windows\System32\thunderbird.exe,c5233f1ef4ff2dc460b51ddc4d08e0c3,,,,,,,,,,,,,Normal
2024-03-01 16:33:06,1,ProcessCreate,rroberts,WIN-SALES-001,10.10.5.101,7z.exe,svchost.exe,C:\Windows\System32\7z.exe,6343ddc50ffae6fe14a7a5af2af8962e,,,,,,,,,,,,,Normal
2024-03-26 16:47:59,1,ProcessCreate,eharris,WIN-FIN-005,10.10.2.105,svchost.exe,explorer.exe,C:\Windows\System32\svchost.exe,d1c56374fff0243832b8696d133b7861,,,,,,,,,,,,,Normal
2024-03-20 15:21:35,1,ProcessCreate,vparker,WIN-SALES-005,10.10.5.105,winlogon.exe,explorer.exe,C:\Windows\System32\winlogon.exe,102dd375abb3bae5ea10ef47433e9853,,,,,,,,,,,,,Normal
2024-03-10 15:59:28,1,ProcessCreate,sprice,WIN-RD-004,10.10.9.104,services.exe,cmd.exe,C:\Windows\System32\services.exe,4f3093e2aa57962314245e04ad6b6cf2,,,,,,,,,,,,,Normal
2024-03-08 11:14:57,1,ProcessCreate,ibailey,WIN-EXEC-002,10.10.7.102,winrar.exe,explorer.exe,C:\Windows\System32\winrar.exe,91c3fec0b4d2732ede80b6eb1639ef1b,,,,,,,,,,,,,Normal
2024-03-10 13:38:23,1,ProcessCreate,asanchez,WIN-SALES-010,10.10.5.110,acrobat.exe,cmd.exe,C:\Windows\System32\acrobat.exe,1a2a26bec953f0837fecdb65572f12a8,,,,,,,,,,,,,Normal
2024-03-29 15:51:47,1,ProcessCreate,pmitchell,WIN-SOC-004,10.10.4.104,notepad.exe,explorer.exe,C:\Windows\System32\notepad.exe,a37e9ce9e5a53c24d44a59084f0dde32,,,,,,,,,,,,,Normal
2024-03-18 16:34:27,1,ProcessCreate,bmorris,WIN-MKT-001,10.10.6.101,svchost.exe,svchost.exe,C:\Windows\System32\svchost.exe,d1c56374fff0243832b8696d133b7861,,,,,,,,,,,,,Normal
2024-03-16 14:46:04,1,ProcessCreate,rthompson,WIN-FIN-001,10.10.2.101,thunderbird.exe,cmd.exe,C:\Windows\System32\thunderbird.exe,c5233f1ef4ff2dc460b51ddc4d08e0c3,,,,,,,,,,,,,Normal
2024-03-03 17:29:40,1,ProcessCreate,gbell,WIN-MKT-006,10.10.6.106,explorer.exe,cmd.exe,C:\Windows\System32\explorer.exe,cde09bcdf5fde1e2eac52c0f93362b79,,,,,,,,,,,,,Normal
2024-03-14 08:29:32,1,ProcessCreate,ocarter,WIN-SOC-003,10.10.4.103,python.exe,cmd.exe,C:\Windows\System32\python.exe,2cd08077ed2bd398faa431458d9fbf45,,,,,,,,,,,,,Normal
2024-03-01 17:18:31,1,ProcessCreate,nwood,WIN-OPS-004,10.10.8.104,svchost.exe,cmd.exe,C:\Windows\System32\svchost.exe,d1c56374fff0243832b8696d133b7861,,,,,,,,,,,,,Normal
2024-03-21 17:10:44,1,ProcessCreate,bmorris,WIN-MKT-001,10.10.6.101,7z.exe,cmd.exe,C:\Windows\System32\7z.exe,6343ddc50ffae6fe14a7a5af2af8962e,,,,,,,,,,,,,Normal
2024-03-22 13:53:57,1,ProcessCreate,zstewart,WIN-SALES-009,10.10.5.109,msedge.exe,cmd.exe,C:\Windows\System32\msedge.exe,dafb630528a2a1bac46f6ac46035d75d,,,,,,,,,,,,,Normal
2024-03-28 10:50:45,1,ProcessCreate,rsanders,WIN-RD-003,10.10.9.103,teams.exe,explorer.exe,C:\Windows\System32\teams.exe,154485a7566ec7a9d8bcc6a659aa3a4e,,,,,,,,,,,,,Normal
2024-03-11 08:13:09,1,ProcessCreate,jscott,WIN-IT-003,10.10.3.103,word.exe,explorer.exe,C:\Windows\System32\word.exe,be3d50d996950caf39e3708aefe0438e,,,,,,,,,,,,,Normal
2024-03-12 12:06:19,1,ProcessCreate,ocarter,WIN-SOC-003,10.10.4.103,services.exe,explorer.exe,C:\Windows\System32\services.exe,4f3093e2aa57962314245e04ad6b6cf2,,,,,,,,,,,,,Normal
2024-03-19 17:10:50,1,ProcessCreate,mbaker,WIN-SOC-001,10.10.4.101,winlogon.exe,cmd.exe,C:\Windows\System32\winlogon.exe,102dd375abb3bae5ea10ef47433e9853,,,,,,,,,,,,,Normal
2024-03-30 16:37:28,1,ProcessCreate,yedwards,WIN-SALES-008,10.10.5.108,chrome.exe,explorer.exe,C:\Windows\System32\chrome.exe,f8130c7aa6e824198c00e036314ba22d,,,,,,,,,,,,,Normal
2024-03-17 17:40:10,1,ProcessCreate,ibailey,WIN-EXEC-002,10.10.7.102,notepad.exe,cmd.exe,C:\Windows\System32\notepad.exe,a37e9ce9e5a53c24d44a59084f0dde32,,,,,,,,,,,,,Normal
2024-03-17 08:55:54,1,ProcessCreate,mwilson,WIN-HR-002,10.10.1.102,winrar.exe,explorer.exe,C:\Windows\System32\winrar.exe,91c3fec0b4d2732ede80b6eb1639ef1b,,,,,,,,,,,,,Normal
2024-03-07 15:03:02,1,ProcessCreate,tphillips,WIN-SALES-003,10.10.5.103,services.exe,svchost.exe,C:\Windows\System32\services.exe,4f3093e2aa57962314245e04ad6b6cf2,,,,,,,,,,,,,Normal
2024-03-05 12:11:34,1,ProcessCreate,gbell,WIN-MKT-006,10.10.6.106,powershell.exe,svchost.exe,C:\Windows\System32\powershell.exe,0906e49c252cde958db247fef205b1bb,,,,,,,,,,,,,Normal
2024-03-10 11:50:26,1,ProcessCreate,owatson,WIN-OPS-005,10.10.8.105,taskmgr.exe,explorer.exe,C:\Windows\System32\taskmgr.exe,00f86b9dacb0a22c9c7c377bfbe10de9,,,,,,,,,,,,,Normal
2024-03-05 17:01:35,1,ProcessCreate,eharris,WIN-FIN-005,10.10.2.105,python.exe,cmd.exe,C:\Windows\System32\python.exe,2cd08077ed2bd398faa431458d9fbf45,,,,,,,,,,,,,Normal
2024-03-19 13:24:35,1,ProcessCreate,cwhite,WIN-FIN-003,10.10.2.103,svchost.exe,explorer.exe,C:\Windows\System32\svchost.exe,d1c56374fff0243832b8696d133b7861,,,,,,,,,,,,,Normal
2024-03-08 09:25:15,1,ProcessCreate,hmurphy,WIN-EXEC-001,10.10.7.101,thunderbird.exe,cmd.exe,C:\Windows\System32\thunderbird.exe,c5233f1ef4ff2dc460b51ddc4d08e0c3,,,,,,,,,,,,,Normal
2024-03-27 08:12:20,1,ProcessCreate,qkelly,WIN-RD-002,10.10.9.102,cmd.exe,cmd.exe,C:\Windows\System32\cmd.exe,45e0edaca8702e6e90d1d98cf3647d5f,,,,,,,,,,,,,Normal
2024-03-14 16:06:38,1,ProcessCreate,asanchez,WIN-SALES-010,10.10.5.110,winlogon.exe,explorer.exe,C:\Windows\System32\winlogon.exe,102dd375abb3bae5ea10ef47433e9853,,,,,,,,,,,,,Normal
2024-03-14 08:56:46,1,ProcessCreate,asanchez,WIN-SALES-010,10.10.5.110,winrar.exe,explorer.exe,C:\Windows\System32\winrar.exe,91c3fec0b4d2732ede80b6eb1639ef1b,,,,,,,,,,,,,Normal
2024-03-28 17:48:34,1,ProcessCreate,ecook,WIN-MKT-004,10.10.6.104,powershell.exe,explorer.exe,C:\Windows\System32\powershell.exe,0906e49c252cde958db247fef205b1bb,,,,,,,,,,,,,Normal
2024-03-01 13:55:14,1,ProcessCreate,kgreen,WIN-IT-004,10.10.3.104,python.exe,explorer.exe,C:\Windows\System32\python.exe,2cd08077ed2bd398faa431458d9fbf45,,,,,,,,,,,,,Normal
2024-03-22 10:27:01,1,ProcessCreate,sprice,WIN-RD-004,10.10.9.104,python.exe,svchost.exe,C:\Windows\System32\python.exe,2cd08077ed2bd398faa431458d9fbf45,,,,,,,,,,,,,Normal
2024-03-13 15:25:42,1,ProcessCreate,sprice,WIN-RD-004,10.10.9.104,teams.exe,svchost.exe,C:\Windows\System32\teams.exe,154485a7566ec7a9d8bcc6a659aa3a4e,,,,,,,,,,,,,Normal
2024-03-07 17:46:20,1,ProcessCreate,mwilson,WIN-HR-002,10.10.1.102,svchost.exe,svchost.exe,C:\Windows\System32\svchost.exe,d1c56374fff0243832b8696d133b7861,,,,,,,,,,,,,Normal
2024-03-13 11:29:10,1,ProcessCreate,mwilson,WIN-HR-002,10.10.1.102,services.exe,svchost.exe,C:\Windows\System32\services.exe,4f3093e2aa57962314245e04ad6b6cf2,,,,,,,,,,,,,Normal
2024-03-25 10:03:28,1,ProcessCreate,jscott,WIN-IT-003,10.10.3.103,iexplore.exe,explorer.exe,C:\Windows\System32\iexplore.exe,5949aefc6a80022c3f10fcd9dc8b7583,,,,,,,,,,,,,Normal
2024-03-23 13:43:54,1,ProcessCreate,hmurphy,WIN-EXEC-001,10.10.7.101,mmc.exe,cmd.exe,C:\Windows\System32\mmc.exe,95eb80ca5206aafef158df54a29bcfd8,,,,,,,,,,,,,Normal
2024-03-06 08:47:04,1,ProcessCreate,mbaker,WIN-SOC-001,10.10.4.101,notepad.exe,svchost.exe,C:\Windows\System32\notepad.exe,a37e9ce9e5a53c24d44a59084f0dde32,,,,,,,,,,,,,Normal
2024-03-28 15:23:53,1,ProcessCreate,asanchez,WIN-SALES-010,10.10.5.110,services.exe,explorer.exe,C:\Windows\System32\services.exe,4f3093e2aa57962314245e04ad6b6cf2,,,,,,,,,,,,,Normal
2024-03-21 16:18:49,1,ProcessCreate,cwhite,WIN-FIN-003,10.10.2.103,lsass.exe,explorer.exe,C:\Windows\System32\lsass.exe,ceff066accbea30640f130e701692d9f,,,,,,,,,,,,,Normal
2024-03-01 13:53:27,1,ProcessCreate,pbrooks,WIN-RD-001,10.10.9.101,winrar.exe,svchost.exe,C:\Windows\System32\winrar.exe,91c3fec0b4d2732ede80b6eb1639ef1b,,,,,,,,,,,,,Normal
2024-03-07 10:14:37,1,ProcessCreate,xcollins,WIN-SALES-007,10.10.5.107,cmd.exe,explorer.exe,C:\Windows\System32\cmd.exe,45e0edaca8702e6e90d1d98cf3647d5f,,,,,,,,,,,,,Normal
2024-03-21 08:51:28,1,ProcessCreate,mrichardson,WIN-OPS-003,10.10.8.103,taskmgr.exe,explorer.exe,C:\Windows\System32\taskmgr.exe,00f86b9dacb0a22c9c7c377bfbe10de9,,,,,,,,,,,,,Normal
2024-03-07 10:04:35,1,ProcessCreate,rroberts,WIN-SALES-001,10.10.5.101,winrar.exe,explorer.exe,C:\Windows\System32\winrar.exe,91c3fec0b4d2732ede80b6eb1639ef1b,,,,,,,,,,,,,Normal
2024-03-19 11:45:34,1,ProcessCreate,sturner,WIN-SALES-002,10.10.5.102,notepad.exe,explorer.exe,C:\Windows\System32\notepad.exe,a37e9ce9e5a53c24d44a59084f0dde32,,,,,,,,,,,,,Normal
2024-03-05 09:08:34,1,ProcessCreate,eharris,WIN-FIN-005,10.10.2.105,winlogon.exe,svchost.exe,C:\Windows\System32\winlogon.exe,102dd375abb3bae5ea10ef47433e9853,,,,,,,,,,,,,Normal
2024-03-10 17:46:17,1,ProcessCreate,rroberts,WIN-SALES-001,10.10.5.101,acrobat.exe,cmd.exe,C:\Windows\System32\acrobat.exe,1a2a26bec953f0837fecdb65572f12a8,,,,,,,,,,,,,Normal
2024-03-14 10:53:42,1,ProcessCreate,vparker,WIN-SALES-005,10.10.5.105,outlook.exe,explorer.exe,C:\Windows\System32\outlook.exe,7bb451006e81270667c34f8de6b5f44f,,,,,,,,,,,,,Normal
2024-03-30 14:53:40,1,ProcessCreate,mwilson,WIN-HR-002,10.10.1.102,outlook.exe,svchost.exe,C:\Windows\System32\outlook.exe,7bb451006e81270667c34f8de6b5f44f,,,,,,,,,,,,,Normal
2024-03-29 16:29:48,1,ProcessCreate,sturner,WIN-SALES-002,10.10.5.102,notepad.exe,svchost.exe,C:\Windows\System32\notepad.exe,a37e9ce9e5a53c24d44a59084f0dde32,,,,,,,,,,,,,Normal
2024-03-13 17:42:06,1,ProcessCreate,ptaylor,WIN-HR-003,10.10.1.103,svchost.exe,explorer.exe,C:\Windows\System32\svchost.exe,d1c56374fff0243832b8696d133b7861,,,,,,,,,,,,,Normal
2024-03-19 14:32:07,1,ProcessCreate,dreed,WIN-MKT-003,10.10.6.103,python.exe,explorer.exe,C:\Windows\System32\python.exe,2cd08077ed2bd398faa431458d9fbf45,,,,,,,,,,,,,Normal
2024-03-13 09:13:11,1,ProcessCreate,crogers,WIN-MKT-002,10.10.6.102,chrome.exe,explorer.exe,C:\Windows\System32\chrome.exe,f8130c7aa6e824198c00e036314ba22d,,,,,,,,,,,,,Normal
2024-03-08 11:25:17,1,ProcessCreate,ucampbell,WIN-SALES-004,10.10.5.104,word.exe,svchost.exe,C:\Windows\System32\word.exe,be3d50d996950caf39e3708aefe0438e,,,,,,,,,,,,,Normal
2024-03-19 09:30:26,1,ProcessCreate,hrobinson,WIN-IT-001,10.10.3.101,word.exe,cmd.exe,C:\Windows\System32\word.exe,be3d50d996950caf39e3708aefe0438e,,,,,,,,,,,,,Normal
2024-03-08 17:18:10,1,ProcessCreate,cwhite,WIN-FIN-003,10.10.2.103,zoom.exe,explorer.exe,C:\Windows\System32\zoom.exe,c7dfe9208800e961e8af6731f9283ad5,,,,,,,,,,,,,Normal
2024-03-20 12:22:12,1,ProcessCreate,ibailey,WIN-EXEC-002,10.10.7.102,chrome.exe,svchost.exe,C:\Windows\System32\chrome.exe,f8130c7aa6e824198c00e036314ba22d,,,,,,,,,,,,,Normal
2024-03-26 09:39:15,1,ProcessCreate,crogers,WIN-MKT-002,10.10.6.102,7z.exe,explorer.exe,C:\Windows\System32\7z.exe,6343ddc50ffae6fe14a7a5af2af8962e,,,,,,,,,,,,,Normal
2024-03-24 11:12:12,1,ProcessCreate,fclark,WIN-FIN-006,10.10.2.106,taskmgr.exe,svchost.exe,C:\Windows\System32\taskmgr.exe,00f86b9dacb0a22c9c7c377bfbe10de9,,,,,,,,,,,,,Normal
2024-03-10 12:38:40,1,ProcessCreate,owatson,WIN-OPS-005,10.10.8.105,services.exe,explorer.exe,C:\Windows\System32\services.exe,4f3093e2aa57962314245e04ad6b6cf2,,,,,,,,,,,,,Normal
2024-03-05 11:33:18,1,ProcessCreate,mrichardson,WIN-OPS-003,10.10.8.103,msedge.exe,svchost.exe,C:\Windows\System32\msedge.exe,dafb630528a2a1bac46f6ac46035d75d,,,,,,,,,,,,,Normal
2024-03-08 13:07:29,1,ProcessCreate,ucampbell,WIN-SALES-004,10.10.5.104,7z.exe,svchost.exe,C:\Windows\System32\7z.exe,6343ddc50ffae6fe14a7a5af2af8962e,,,,,,,,,,,,,Normal
2024-03-09 10:57:44,1,ProcessCreate,qperez,WIN-SOC-005,10.10.4.105,winrar.exe,svchost.exe,C:\Windows\System32\winrar.exe,91c3fec0b4d2732ede80b6eb1639ef1b,,,,,,,,,,,,,Normal
2024-03-30 09:53:25,1,ProcessCreate,dreed,WIN-MKT-003,10.10.6.103,explorer.exe,explorer.exe,C:\Windows\System32\explorer.exe,cde09bcdf5fde1e2eac52c0f93362b79,,,,,,,,,,,,,Normal
2024-03-20 16:33:26,1,ProcessCreate,cwhite,WIN-FIN-003,10.10.2.103,taskmgr.exe,cmd.exe,C:\Windows\System32\taskmgr.exe,00f86b9dacb0a22c9c7c377bfbe10de9,,,,,,,,,,,,,Normal
2024-03-27 11:28:53,1,ProcessCreate,qperez,WIN-SOC-005,10.10.4.105,explorer.exe,svchost.exe,C:\Windows\System32\explorer.exe,cde09bcdf5fde1e2eac52c0f93362b79,,,,,,,,,,,,,Normal
2024-03-27 09:43:33,1,ProcessCreate,gbell,WIN-MKT-006,10.10.6.106,explorer.exe,svchost.exe,C:\Windows\System32\explorer.exe,cde09bcdf5fde1e2eac52c0f93362b79,,,,,,,,,,,,,Normal
2024-03-11 10:55:23,1,ProcessCreate,crogers,WIN-MKT-002,10.10.6.102,thunderbird.exe,svchost.exe,C:\Windows\System32\thunderbird.exe,c5233f1ef4ff2dc460b51ddc4d08e0c3,,,,,,,,,,,,,Normal
2024-03-14 15:49:02,1,ProcessCreate,jscott,WIN-IT-003,10.10.3.103,lsass.exe,cmd.exe,C:\Windows\System32\lsass.exe,ceff066accbea30640f130e701692d9f,,,,,,,,,,,,,Normal
2024-03-30 16:43:52,1,ProcessCreate,hmurphy,WIN-EXEC-001,10.10.7.101,cmd.exe,svchost.exe,C:\Windows\System32\cmd.exe,45e0edaca8702e6e90d1d98cf3647d5f,,,,,,,,,,,,,Normal
2024-03-23 17:10:22,1,ProcessCreate,iwalker,WIN-IT-002,10.10.3.102,thunderbird.exe,svchost.exe,C:\Windows\System32\thunderbird.exe,c5233f1ef4ff2dc460b51ddc4d08e0c3,,,,,,,,,,,,,Normal
2024-03-22 08:25:28,1,ProcessCreate,jscott,WIN-IT-003,10.10.3.103,teams.exe,explorer.exe,C:\Windows\System32\teams.exe,154485a7566ec7a9d8bcc6a659aa3a4e,,,,,,,,,,,,,Normal
2024-03-09 12:13:51,1,ProcessCreate,cwhite,WIN-FIN-003,10.10.2.103,taskmgr.exe,cmd.exe,C:\Windows\System32\taskmgr.exe,00f86b9dacb0a22c9c7c377bfbe10de9,,,,,,,,,,,,,Normal
2024-03-27 12:00:07,1,ProcessCreate,eharris,WIN-FIN-005,10.10.2.105,7z.exe,svchost.exe,C:\Windows\System32\7z.exe,6343ddc50ffae6fe14a7a5af2af8962e,,,,,,,,,,,,,Normal
2024-03-01 10:08:32,1,ProcessCreate,qperez,WIN-SOC-005,10.10.4.105,powershell.exe,explorer.exe,C:\Windows\System32\powershell.exe,0906e49c252cde958db247fef205b1bb,,,,,,,,,,,,,Normal
2024-03-28 11:58:54,1,ProcessCreate,asanchez,WIN-SALES-010,10.10.5.110,excel.exe,svchost.exe,C:\Windows\System32\excel.exe,cf0ee1fe487262be8a30d78ecb231bde,,,,,,,,,,,,,Normal
2024-03-23 14:14:24,1,ProcessCreate,wevans,WIN-SALES-006,10.10.5.106,mmc.exe,cmd.exe,C:\Windows\System32\mmc.exe,95eb80ca5206aafef158df54a29bcfd8,,,,,,,,,,,,,Normal
2024-03-08 08:51:16,1,ProcessCreate,fclark,WIN-FIN-006,10.10.2.106,services.exe,svchost.exe,C:\Windows\System32\services.exe,4f3093e2aa57962314245e04ad6b6cf2,,,,,,,,,,,,,Normal
2024-03-17 10:31:58,1,ProcessCreate,glewis,WIN-FIN-007,10.10.2.107,iexplore.exe,svchost.exe,C:\Windows\System32\iexplore.exe,5949aefc6a80022c3f10fcd9dc8b7583,,,,,,,,,,,,,Normal
2024-03-07 11:57:57,1,ProcessCreate,ocarter,WIN-SOC-003,10.10.4.103,word.exe,cmd.exe,C:\Windows\System32\word.exe,be3d50d996950caf39e3708aefe0438e,,,,,,,,,,,,,Normal
2024-03-20 08:06:12,1,ProcessCreate,xcollins,WIN-SALES-007,10.10.5.107,mmc.exe,svchost.exe,C:\Windows\System32\mmc.exe,95eb80ca5206aafef158df54a29bcfd8,,,,,,,,,,,,,Normal
2024-03-04 17:00:19,1,ProcessCreate,jrivera,WIN-EXEC-003,10.10.7.103,notepad.exe,svchost.exe,C:\Windows\System32\notepad.exe,a37e9ce9e5a53c24d44a59084f0dde32,,,,,,,,,,,,,Normal
2024-03-21 16:41:57,1,ProcessCreate,ucampbell,WIN-SALES-004,10.10.5.104,python.exe,svchost.exe,C:\Windows\System32\python.exe,2cd08077ed2bd398faa431458d9fbf45,,,,,,,,,,,,,Normal
2024-03-24 15:28:59,1,ProcessCreate,jsmith,WIN-HR-001,10.10.1.101,excel.exe,explorer.exe,C:\Windows\System32\excel.exe,cf0ee1fe487262be8a30d78ecb231bde,,,,,,,,,,,,,Normal
2024-03-07 16:26:04,1,ProcessCreate,wevans,WIN-SALES-006,10.10.5.106,services.exe,cmd.exe,C:\Windows\System32\services.exe,4f3093e2aa57962314245e04ad6b6cf2,,,,,,,,,,,,,Normal
2024-03-30 08:54:03,1,ProcessCreate,xcollins,WIN-SALES-007,10.10.5.107,outlook.exe,cmd.exe,C:\Windows\System32\outlook.exe,7bb451006e81270667c34f8de6b5f44f,,,,,,,,,,,,,Normal
2024-03-27 14:19:34,1,ProcessCreate,ucampbell,WIN-SALES-004,10.10.5.104,outlook.exe,explorer.exe,C:\Windows\System32\outlook.exe,7bb451006e81270667c34f8de6b5f44f,,,,,,,,,,,,,Normal
2024-03-02 09:38:14,1,ProcessCreate,crogers,WIN-MKT-002,10.10.6.102,7z.exe,cmd.exe,C:\Windows\System32\7z.exe,6343ddc50ffae6fe14a7a5af2af8962e,,,,,,,,,,,,,Normal
2024-03-24 15:19:18,1,ProcessCreate,amartin,WIN-FIN-002,10.10.2.102,teams.exe,cmd.exe,C:\Windows\System32\teams.exe,154485a7566ec7a9d8bcc6a659aa3a4e,,,,,,,,,,,,,Normal
